OrderID,CustomerID,OrderDate,ProductID,Discount,Profit,Quantity,ShipDate,ShippingID,Price
AZ-2011-2002251,C023,2020-01-20,P044,0,8,2,2020-01-25,S001,58
AZ-2011-5357101,C024,2020-01-21,P045,0,233,2,2020-01-26,S001,495
AZ-2011-8034411,C026,2020-01-22,P046,0,338,2,2020-01-26,S001,825
AZ-2011-2245674,C025,2020-01-22,P047,0,3,2,2020-01-26,S001,12
AZ-2011-2245674,C025,2020-01-22,P048,0,120,5,2020-01-26,S001,666
AZ-2011-8034411,C026,2020-01-22,P049,0,12,1,2020-01-26,S001,54
AZ-2011-8034411,C026,2020-01-22,P050,0.4,59,7,2020-01-26,S001,889
BN-2011-7883641,C028,2020-01-24,P051,0.6,-57,1,2020-01-26,S004,73
BN-2011-7883641,C028,2020-01-24,P052,0.6,-95,3,2020-01-26,S004,69
BN-2011-7883641,C028,2020-01-24,P053,0,3,4,2020-01-26,S004,41
BN-2011-7883641,C028,2020-01-24,P054,0,8,5,2020-01-26,S004,54
BN-2011-7883641,C028,2020-01-24,P055,0,3,3,2020-01-26,S004,55
AZ-2011-6684426,C027,2020-01-24,P056,0,4,1,2020-01-26,S002,28
AZ-2011-5010109,C030,2020-01-25,P057,0,59,7,2020-01-30,S001,178
AZ-2011-4205736,C029,2020-01-25,P058,0,4,1,2020-02-01,S001,20
AZ-2011-4205736,C029,2020-01-25,P059,0,4,10,2020-02-01,S001,133
AZ-2011-5708655,C032,2020-01-26,P060,0,5,1,2020-01-30,S001,13
AZ-2011-5708655,C032,2020-01-26,P061,0,20,4,2020-01-30,S001,52
AZ-2011-201891,C031,2020-01-26,P062,0,10,3,2020-01-30,S001,32
AZ-2011-5708655,C032,2020-01-26,P063,0,18,3,2020-01-30,S001,88
BN-2011-6722454,C033,2020-01-26,P064,0.5,-217,3,2020-01-30,S001,570
BN-2011-486854,C034,2020-01-28,P065,0.1,-1,1,2020-02-03,S001,28
AZ-2011-494581,C036,2020-02-01,P066,0,20,3,2020-02-05,S001,78
AZ-2011-2825684,C035,2020-02-01,P067,0,11,3,2020-02-07,S001,21
AZ-2011-2825684,C035,2020-02-01,P068,0,4,2,2020-02-07,S001,12
BN-2011-9336144,C043,2020-02-02,P069,0.1,8,2,2020-02-02,S003,248
BN-2011-9336144,C043,2020-02-02,P070,0,140,1,2020-02-02,S003,379
AZ-2011-4614904,C039,2020-02-02,P071,0,8,2,2020-02-04,S004,44
AZ-2011-4696725,C041,2020-02-02,P072,0.1,43,2,2020-02-04,S004,162
AZ-2011-838467,C037,2020-02-02,P073,0.5,-8,1,2020-02-05,S004,13
AZ-2011-838467,C037,2020-02-02,P074,0.5,0,1,2020-02-05,S004,86
AZ-2011-838467,C037,2020-02-02,P075,0.5,-59,8,2020-02-05,S004,584
BN-2011-2468159,C042,2020-02-02,P055,0.5,-41,5,2020-02-06,S001,91.66666667
AZ-2011-4987681,C038,2020-02-02,P076,0,18,1,2020-02-06,S002,38
BN-2011-2468159,C042,2020-02-02,P077,0.5,-8,2,2020-02-06,S001,44
BN-2011-2468159,C042,2020-02-02,P078,0.65,-236,6,2020-02-06,S001,550
BN-2011-2468159,C042,2020-02-02,P079,0.65,-76,3,2020-02-06,S001,89
AZ-2011-4987681,C038,2020-02-02,P080,0.1,104,1,2020-02-06,S002,587
AZ-2011-7043718,C040,2020-02-02,P081,0,241,2,2020-02-07,S002,729
AZ-2011-7043718,C040,2020-02-02,P082,0.2,23,4,2020-02-07,S002,266
AZ-2011-7043718,C040,2020-02-02,P083,0,1,1,2020-02-07,S002,57
AZ-2011-7043718,C040,2020-02-02,P066,0,13,4,2020-02-07,S002,104
BN-2011-7087921,C044,2020-02-03,P084,0.5,-62,6,2020-02-05,S002,91
AZ-2011-6835828,C002,2020-02-04,P085,0.1,15,3,2020-02-08,S001,149
AZ-2011-2397035,C045,2020-02-07,P086,0,4,4,2020-02-11,S001,112
AZ-2011-2397035,C045,2020-02-07,P087,0,6,4,2020-02-11,S001,50
AZ-2011-2397035,C045,2020-02-07,P088,0.15,12,2,2020-02-11,S001,208
AZ-2011-9421435,C046,2020-02-07,P089,0,11,3,2020-02-12,S001,31
AZ-2011-2956456,C047,2020-02-08,P090,0,22,6,2020-02-13,S001,110
AZ-2011-2606042,C049,2020-02-09,P091,0,5,5,2020-02-09,S003,133
AZ-2011-2606042,C049,2020-02-09,P092,0,21,7,2020-02-09,S003,80
AZ-2011-5195846,C050,2020-02-09,P093,0.2,90,3,2020-02-13,S001,267
AZ-2011-5195846,C050,2020-02-09,P094,0.5,-19,4,2020-02-13,S001,55
AZ-2011-5195846,C050,2020-02-09,P095,0.5,-2,3,2020-02-13,S001,91
AZ-2011-9107304,C048,2020-02-09,P096,0,15,3,2020-02-14,S001,368
AZ-2011-9107304,C048,2020-02-09,P012,0,24,2,2020-02-14,S001,46.4
AZ-2011-9107304,C048,2020-02-09,P097,0,18,3,2020-02-14,S001,85
AZ-2011-9107304,C048,2020-02-09,P098,0,5,3,2020-02-14,S001,48
AZ-2011-9107304,C048,2020-02-09,P099,0.1,-3,4,2020-02-14,S001,60
BN-2011-3032749,C054,2020-02-10,P100,0.5,-14,5,2020-02-10,S003,26
BN-2011-3032749,C054,2020-02-10,P101,0.6,-220,4,2020-02-10,S003,215
AZ-2011-7255147,C051,2020-02-10,P102,0,117,2,2020-02-14,S001,780
AZ-2011-819110,C053,2020-02-10,P103,0,24,4,2020-02-14,S001,50
AZ-2011-7255147,C051,2020-02-10,P104,0,8,1,2020-02-14,S001,19
AZ-2011-819110,C053,2020-02-10,P105,0.15,27,2,2020-02-14,S001,206
AZ-2011-5676694,C052,2020-02-10,P106,0,353,2,2020-02-15,S001,822
AZ-2011-5676694,C052,2020-02-10,P107,0,4,1,2020-02-15,S001,19
AZ-2011-6048331,C055,2020-02-14,P108,0,1,1,2020-02-19,S002,26
AZ-2011-6048331,C055,2020-02-14,P109,0.1,2,1,2020-02-19,S002,9
BN-2011-493873,C056,2020-02-15,P110,0.5,-577,4,2020-02-20,S001,875
BN-2011-493873,C056,2020-02-15,P111,0.7,-500,3,2020-02-20,S001,273
BN-2011-408191,C057,2020-02-15,P112,0.2,-82,2,2020-02-21,S001,728
BN-2011-408191,C057,2020-02-15,P113,0,19,3,2020-02-21,S001,127
BN-2011-307477,C058,2020-02-16,P114,0.1,1868,11,2020-02-19,S002,4544
BN-2011-307477,C058,2020-02-16,P115,0.1,0,1,2020-02-19,S002,277
BN-2011-307477,C058,2020-02-16,P116,0,32,6,2020-02-19,S002,90
BN-2011-307477,C058,2020-02-16,P117,0.15,43,2,2020-02-19,S002,284
AZ-2011-2939440,C060,2020-02-18,P118,0,8,5,2020-02-22,S002,55
AZ-2011-2939440,C060,2020-02-18,P119,0,23,7,2020-02-22,S002,62
AZ-2011-9155070,C059,2020-02-18,P068,0,8,4,2020-02-23,S001,24
AZ-2011-9155070,C059,2020-02-18,P120,0.15,-2,3,2020-02-23,S001,129
AZ-2011-8122214,C037,2020-02-18,P121,0,14,3,2020-02-24,S001,35
BN-2011-555099,C062,2020-02-21,P122,0,6,2,2020-02-25,S001,21
BN-2011-555099,C062,2020-02-21,P123,0,8,3,2020-02-25,S001,32
AZ-2011-2270958,C061,2020-02-21,P124,0.5,-943,4,2020-02-26,S001,1003
AZ-2011-2270958,C061,2020-02-21,P125,0,78,3,2020-02-26,S001,164
AZ-2011-2270958,C061,2020-02-21,P126,0.4,-13,1,2020-02-26,S001,29
AZ-2011-2270958,C061,2020-02-21,P127,0.4,-5,1,2020-02-26,S001,30
AZ-2011-6186921,C064,2020-02-22,P128,0,2,2,2020-02-24,S002,10
AZ-2011-8091357,C063,2020-02-22,P129,0,30,2,2020-02-26,S001,103
AZ-2011-8091357,C063,2020-02-22,P130,0,12,3,2020-02-26,S001,41
AZ-2011-8091357,C063,2020-02-22,P087,0,8,5,2020-02-26,S001,62.5
AZ-2011-8091357,C063,2020-02-22,P131,0,8,2,2020-02-26,S001,23
AZ-2011-8091357,C063,2020-02-22,P132,0.4,40,3,2020-02-26,S001,477
BN-2011-5307099,C065,2020-02-22,P133,0.5,-93,3,2020-02-27,S001,185
BN-2011-8574171,C066,2020-02-23,P134,0.6,-60,2,2020-02-28,S001,47
AZ-2011-8279503,C067,2020-02-24,P135,0,104,5,2020-02-28,S001,2076
AZ-2011-8279503,C067,2020-02-24,P136,0,77,6,2020-02-28,S001,309
AZ-2011-8279503,C067,2020-02-24,P137,0,58,2,2020-02-28,S001,525
BN-2011-3728079,C068,2020-02-26,P138,0.2,0,6,2020-03-04,S001,533
BN-2011-3728079,C068,2020-02-26,P139,0.5,-41,3,2020-03-04,S001,120
AZ-2011-2777408,C069,2020-03-01,P140,0,0,12,2020-03-04,S002,147
AZ-2011-2777408,C069,2020-03-01,P141,0.1,35,2,2020-03-04,S002,102
AZ-2011-2777408,C069,2020-03-01,P142,0,13,1,2020-03-04,S002,47
AZ-2011-496083,C073,2020-03-01,P143,0.2,45,8,2020-03-05,S001,364
AZ-2011-496083,C073,2020-03-01,P042,0.2,24,3,2020-03-05,S001,48
AZ-2011-496083,C073,2020-03-01,P144,0.2,37,3,2020-03-05,S001,118
AZ-2011-1410648,C072,2020-03-01,P023,0,3,2,2020-03-05,S001,17
AZ-2011-8074602,C039,2020-03-01,P145,0.1,-5,2,2020-03-05,S001,151
AZ-2011-7903656,C071,2020-03-01,P146,0,342,3,2020-03-06,S001,1314
AZ-2011-7903656,C071,2020-03-01,P147,0,289,5,2020-03-06,S001,705
AZ-2011-7903656,C071,2020-03-01,P148,0,35,4,2020-03-06,S001,195
AZ-2011-7903656,C071,2020-03-01,P029,0,10,3,2020-03-06,S001,18.6
AZ-2011-4069925,C070,2020-03-01,P149,0,30,4,2020-03-08,S001,107
AZ-2011-6969006,C074,2020-03-03,P150,0,29,3,2020-03-09,S001,58
AZ-2011-5822789,C075,2020-03-07,P151,0,37,2,2020-03-08,S004,108
AZ-2011-7677596,C076,2020-03-08,P152,0,15,7,2020-03-13,S001,117
AZ-2011-3190941,C077,2020-03-09,P153,0,37,3,2020-03-12,S004,97
AZ-2011-3190941,C077,2020-03-09,P154,0,21,2,2020-03-12,S004,94
AZ-2011-3190941,C077,2020-03-09,P155,0.1,27,5,2020-03-12,S004,104
AZ-2011-3190941,C077,2020-03-09,P156,0,59,1,2020-03-12,S004,126
AZ-2011-5422408,C078,2020-03-10,P157,0,203,3,2020-03-10,S003,520
AZ-2011-9147715,C079,2020-03-10,P158,0.5,-18,2,2020-03-14,S001,74
AZ-2011-1278696,C080,2020-03-10,P159,0,10,2,2020-03-17,S001,28
AZ-2011-8295770,C081,2020-03-11,P097,0.1,28,9,2020-03-14,S004,255
AZ-2011-3714764,C082,2020-03-11,P160,0,14,3,2020-03-15,S001,72
AZ-2011-7682838,C084,2020-03-12,P161,0,7,4,2020-03-17,S001,167
AZ-2011-7682838,C084,2020-03-12,P162,0,57,2,2020-03-17,S001,273
AZ-2011-4612792,C083,2020-03-12,P163,0,91,4,2020-03-19,S001,195
AZ-2011-6222257,C086,2020-03-14,P164,0,20,3,2020-03-16,S004,43
AZ-2011-6222257,C086,2020-03-14,P165,0,62,6,2020-03-16,S004,193
AZ-2011-823697,C087,2020-03-14,P166,0.1,1364,6,2020-03-17,S002,3070
AZ-2011-823697,C087,2020-03-14,P167,0.1,20,2,2020-03-17,S002,230
AZ-2011-9700826,C085,2020-03-14,P168,0.1,49,1,2020-03-18,S001,220
AZ-2011-5265250,C088,2020-03-14,P169,0,4,3,2020-03-19,S002,14
BN-2011-1399750,C089,2020-03-15,P170,0.1,73,3,2020-03-15,S003,254
BN-2011-1399750,C089,2020-03-15,P171,0.1,4,1,2020-03-15,S003,11
BN-2011-1399750,C089,2020-03-15,P172,0.1,-2,2,2020-03-15,S003,29
BN-2011-1399750,C089,2020-03-15,P173,0.1,19,4,2020-03-15,S003,48
BN-2011-1399750,C089,2020-03-15,P174,0.1,8,2,2020-03-15,S003,24
AZ-2011-254910,C090,2020-03-16,P175,0,10,2,2020-03-21,S001,83
AZ-2011-8252363,C091,2020-03-17,P176,0,7,3,2020-03-23,S001,21
AZ-2011-8252363,C091,2020-03-17,P177,0.1,12,5,2020-03-23,S001,81
AZ-2011-4707711,C093,2020-03-18,P178,0,5,3,2020-03-20,S004,57
AZ-2011-1584987,C092,2020-03-18,P179,0.1,28,4,2020-03-22,S001,178
AZ-2011-1916360,C095,2020-03-21,P180,0,20,2,2020-03-23,S002,288
AZ-2011-2169445,C096,2020-03-21,P181,0,7,7,2020-03-24,S004,47
AZ-2011-2169445,C096,2020-03-21,P182,0,42,3,2020-03-24,S004,105
AZ-2011-2169445,C096,2020-03-21,P183,0.4,14,2,2020-03-24,S004,82
AZ-2011-7024596,C097,2020-03-21,P184,0,0,2,2020-03-25,S001,26
AZ-2011-7499604,C094,2020-03-21,P185,0,9,3,2020-03-26,S001,132
AZ-2011-7499604,C094,2020-03-21,P099,0,3,3,2020-03-26,S001,45
BN-2011-7253620,C066,2020-03-21,P186,0.5,-90,5,2020-03-27,S001,747
AZ-2011-6314494,C098,2020-03-22,P187,0,16,3,2020-03-27,S002,40
AZ-2011-6314494,C098,2020-03-22,P188,0,27,2,2020-03-27,S002,90
AZ-2011-3556179,C099,2020-03-23,P189,0,85,7,2020-03-27,S001,770
AZ-2011-3556179,C099,2020-03-23,P190,0,8,4,2020-03-27,S001,193
AZ-2011-8308381,C100,2020-03-24,P191,0,27,9,2020-03-27,S004,453
AZ-2011-8308381,C100,2020-03-24,P192,0,76,5,2020-03-27,S004,152
AZ-2011-8308381,C100,2020-03-24,P167,0.1,20,2,2020-03-27,S004,230
AZ-2011-8308381,C100,2020-03-24,P193,0.15,3,2,2020-03-27,S004,246
AZ-2011-9505872,C102,2020-03-25,P194,0,45,5,2020-03-27,S002,99
AZ-2011-8738856,C103,2020-03-25,P195,0,36,3,2020-03-27,S004,149
AZ-2011-5004051,C101,2020-03-25,P196,0.5,-9,2,2020-03-27,S002,15
AZ-2011-5004051,C101,2020-03-25,P197,0.5,-4,1,2020-03-27,S002,7
BN-2011-8211228,C104,2020-03-25,P198,0.5,-12,3,2020-03-30,S002,17
BN-2011-8211228,C104,2020-03-25,P199,0.5,-55,1,2020-03-30,S002,84
AZ-2011-5185285,C105,2020-03-26,P200,0.1,98,3,2020-03-28,S004,551
BN-2011-9474783,C106,2020-03-26,P201,0,26,3,2020-04-01,S001,92
AZ-2011-4565223,C107,2020-03-28,P090,0,45,5,2020-04-01,S001,91.66666667
BN-2011-6425274,C108,2020-03-28,P202,0.5,-21,3,2020-04-02,S001,22
BN-2011-6425274,C108,2020-03-28,P203,0.6,-59,4,2020-04-02,S001,39
AZ-2011-8743509,C109,2020-03-29,P204,0,27,4,2020-03-30,S004,170
AZ-2011-8743509,C109,2020-03-29,P205,0,3,2,2020-03-30,S004,38
AZ-2011-8743509,C109,2020-03-29,P206,0,45,1,2020-03-30,S004,639
BN-2011-2502895,C110,2020-03-29,P018,0.5,-6,2,2020-04-04,S001,16
AZ-2011-8369879,C111,2020-03-30,P207,0.1,-57,5,2020-04-03,S001,729
AZ-2011-8369879,C111,2020-03-30,P208,0.1,-1,5,2020-04-03,S001,51
AZ-2011-8369879,C111,2020-03-30,P209,0,14,2,2020-04-03,S001,285
AZ-2011-8369879,C111,2020-03-30,P210,0,16,3,2020-04-03,S001,390
AZ-2011-5463300,C112,2020-03-31,P211,0,37,2,2020-04-04,S001,110
AZ-2011-8060803,C113,2020-03-31,P110,0,446,6,2020-04-04,S001,1312.5
AZ-2011-5463300,C112,2020-03-31,P212,0,9,2,2020-04-04,S001,21
AZ-2011-8060803,C113,2020-03-31,P213,0,8,3,2020-04-04,S001,34
AZ-2011-8060803,C113,2020-03-31,P214,0,30,2,2020-04-04,S001,423
BN-2011-2967562,C071,2020-03-31,P215,0.6,-44,2,2020-04-06,S001,40
AZ-2011-8060550,C114,2020-04-01,P216,0,69,3,2020-04-04,S004,158
AZ-2011-8060550,C114,2020-04-01,P217,0,32,6,2020-04-04,S004,296
AZ-2011-8060550,C114,2020-04-01,P218,0,50,3,2020-04-04,S004,123
BN-2011-6893107,C097,2020-04-01,P219,0.4,-290,6,2020-04-04,S004,497
AZ-2011-7659767,C115,2020-04-04,P147,0.1,175,4,2020-04-06,S004,564
AZ-2011-7089649,C038,2020-04-04,P220,0,33,5,2020-04-09,S001,86
AZ-2011-9409671,C096,2020-04-04,P221,0,14,2,2020-04-09,S001,51
AZ-2011-9409671,C096,2020-04-04,P222,0,16,3,2020-04-09,S001,32
AZ-2011-3089735,C115,2020-04-05,P223,0.1,483,7,2020-04-09,S001,1889
AZ-2011-3089735,C115,2020-04-05,P224,0,139,10,2020-04-09,S001,498
AZ-2011-5817638,C117,2020-04-06,P225,0,234,7,2020-04-10,S001,584
AZ-2011-3293357,C116,2020-04-06,P226,0,1,2,2020-04-12,S001,15
AZ-2011-3293357,C116,2020-04-06,P227,0,17,2,2020-04-12,S001,47
AZ-2011-2762983,C029,2020-04-07,P228,0.1,221,7,2020-04-11,S002,538
AZ-2011-2762983,C029,2020-04-07,P229,0,38,9,2020-04-11,S002,119
AZ-2011-2762983,C029,2020-04-07,P230,0,6,2,2020-04-11,S002,48
AZ-2011-2762983,C029,2020-04-07,P231,0.1,184,8,2020-04-11,S002,413
AZ-2011-2762983,C029,2020-04-07,P232,0.1,1,3,2020-04-11,S002,80
AZ-2011-7072417,C118,2020-04-07,P059,0,2,4,2020-04-13,S001,53.2
AZ-2011-7072417,C118,2020-04-07,P233,0,19,3,2020-04-13,S001,81
BN-2011-5443120,C119,2020-04-09,P014,0.5,-127,8,2020-04-11,S002,412
BN-2011-5443120,C119,2020-04-09,P234,0.5,-5,2,2020-04-11,S002,17
AZ-2011-3885003,C120,2020-04-11,P129,0,74,5,2020-04-13,S002,257.5
AZ-2011-3885003,C120,2020-04-11,P235,0,8,2,2020-04-13,S002,44
AZ-2011-3885003,C120,2020-04-11,P236,0,25,9,2020-04-13,S002,64
AZ-2011-3885003,C120,2020-04-11,P237,0,86,3,2020-04-13,S002,785
AZ-2011-3885003,C120,2020-04-11,P238,0,9,2,2020-04-13,S002,306
AZ-2011-107716,C121,2020-04-11,P239,0,109,7,2020-04-16,S001,294
BN-2011-6178410,C123,2020-04-12,P240,0.5,-12,2,2020-04-13,S004,73
AZ-2011-4173505,C122,2020-04-12,P241,0.2,19,1,2020-04-16,S002,66
AZ-2011-4173505,C122,2020-04-12,P242,0,4,3,2020-04-16,S002,54
AZ-2011-4173505,C122,2020-04-12,P243,0,39,4,2020-04-16,S002,97
AZ-2011-4173505,C122,2020-04-12,P100,0,5,2,2020-04-16,S002,10.4
AZ-2011-4173505,C122,2020-04-12,P244,0,1,2,2020-04-16,S002,24
AZ-2011-122598,C125,2020-04-14,P167,0.1,51,5,2020-04-17,S004,575
AZ-2011-1546153,C124,2020-04-14,P160,0,32,7,2020-04-18,S001,168
AZ-2011-1546153,C124,2020-04-14,P245,0,6,2,2020-04-18,S001,625
AZ-2011-231889,C123,2020-04-15,P246,0,12,2,2020-04-17,S002,36
BN-2011-7646735,C126,2020-04-16,P247,0.5,-7,2,2020-04-21,S001,17
AZ-2011-3304186,C127,2020-04-18,P248,0,14,3,2020-04-20,S002,57
AZ-2011-3304186,C127,2020-04-18,P244,0,1,2,2020-04-20,S002,24
AZ-2011-3304186,C127,2020-04-18,P249,0,18,2,2020-04-20,S002,39
AZ-2011-3304186,C127,2020-04-18,P190,0,10,5,2020-04-20,S002,241.25
AZ-2011-3304186,C127,2020-04-18,P250,0.4,-238,4,2020-04-20,S002,475
AZ-2011-3304186,C127,2020-04-18,P251,0.4,-37,4,2020-04-20,S002,58
AZ-2011-3304186,C127,2020-04-18,P252,0,12,12,2020-04-20,S002,312
AZ-2011-9598217,C128,2020-04-18,P253,0,1,5,2020-04-22,S001,31
AZ-2011-9598217,C128,2020-04-18,P222,0,32,6,2020-04-22,S001,64
AZ-2011-9598217,C128,2020-04-18,P254,0.1,7,2,2020-04-22,S001,48
AZ-2011-9598217,C128,2020-04-18,P255,0,24,5,2020-04-22,S001,81
BN-2011-1677989,C085,2020-04-18,P256,0.15,0,9,2020-04-25,S001,2017
AZ-2011-4613853,C130,2020-04-19,P087,0,2,1,2020-04-24,S002,12.5
AZ-2011-332801,C129,2020-04-19,P056,0,12,3,2020-04-25,S001,84
AZ-2011-6557147,C131,2020-04-20,P048,0.1,32,3,2020-04-26,S001,399.6
AZ-2011-804486,C132,2020-04-20,P235,0,12,3,2020-04-26,S001,66
AZ-2011-804486,C132,2020-04-20,P257,0,12,3,2020-04-26,S001,26
AZ-2011-804486,C132,2020-04-20,P258,0,89,4,2020-04-26,S001,186
AZ-2011-804486,C132,2020-04-20,P259,0,229,5,2020-04-26,S001,693
BN-2011-5751868,C133,2020-04-20,P183,0.5,0,7,2020-04-27,S001,287
AZ-2011-252578,C134,2020-04-21,P260,0,10,6,2020-04-26,S001,39
AZ-2011-252578,C134,2020-04-21,P261,0.1,89,4,2020-04-26,S001,444
AZ-2011-643323,C135,2020-04-22,P262,0,3,2,2020-04-26,S001,18
AZ-2011-643323,C135,2020-04-22,P263,0.15,76,5,2020-04-26,S001,645
BN-2011-2002150,C136,2020-04-25,P066,0.5,-19,3,2020-04-30,S001,78
BN-2011-7884993,C010,2020-04-26,P264,0.15,-24,11,2020-04-27,S003,684
AZ-2011-5690380,C137,2020-04-26,P265,0,65,6,2020-04-30,S001,159
AZ-2011-1362591,C138,2020-04-26,P266,0,65,4,2020-05-01,S001,176
BN-2011-5290627,C139,2020-04-26,P267,0.6,-34,2,2020-05-02,S001,45
AZ-2011-5098375,C140,2020-04-27,P268,0,21,5,2020-05-02,S001,719
BN-2011-357064,C141,2020-04-27,P269,0.5,-36,5,2020-05-02,S001,53
AZ-2011-5098375,C140,2020-04-27,P225,0,133,4,2020-05-02,S001,333.7142857
AZ-2011-8844789,C031,2020-04-27,P270,0.1,552,4,2020-05-03,S001,1713
AZ-2011-8844789,C031,2020-04-27,P271,0.1,251,7,2020-05-03,S001,808
BN-2011-5672017,C142,2020-04-27,P272,0,40,5,2020-05-03,S001,124
BN-2011-5672017,C142,2020-04-27,P059,0,4,9,2020-05-03,S001,119.7
AZ-2011-8844789,C031,2020-04-27,P273,0,2,1,2020-05-03,S001,5
BN-2011-5672017,C142,2020-04-27,P274,0,5,2,2020-05-03,S001,25
AZ-2011-8844789,C031,2020-04-27,P275,0,6,3,2020-05-03,S001,31
AZ-2011-8844789,C031,2020-04-27,P126,0.1,7,5,2020-05-03,S001,145
AZ-2011-4159708,C143,2020-04-28,P276,0,0,1,2020-05-04,S001,16
AZ-2011-5801302,C148,2020-04-29,P277,0,12,1,2020-05-01,S004,29
AZ-2011-5801302,C148,2020-04-29,P278,0,40,3,2020-05-01,S004,161
AZ-2011-3114201,C145,2020-04-29,P279,0.1,8,4,2020-05-03,S001,37
AZ-2011-7804688,C147,2020-04-29,P280,0,14,3,2020-05-03,S001,66
AZ-2011-2564570,C053,2020-04-29,P281,0,17,3,2020-05-03,S001,145
AZ-2011-6133674,C146,2020-04-29,P282,0,44,2,2020-05-03,S001,93
AZ-2011-1372644,C144,2020-04-29,P226,0,1,2,2020-05-05,S001,15
AZ-2011-7732593,C149,2020-05-02,P283,0.1,154,5,2020-05-06,S001,1389
AZ-2011-1672552,C150,2020-05-02,P284,0,73,2,2020-05-09,S001,162
AZ-2011-3348631,C151,2020-05-03,P285,0.1,232,3,2020-05-07,S002,534
AZ-2011-3348631,C151,2020-05-03,P127,0,29,2,2020-05-07,S002,60
